water_level = 1.0
Temperature_value = 2.0
ph_value = 2.0
motor_right = 70
motor_left = 23
1702747956.949882,0.0,0.0,0.0
1702747957.949882,0.0,0.0,0.0
1702747958.949882,0.0,0.0,0.0
1702747959.949882,0.0,0.0,0.0
1702747960.949882,0.0,0.0,0.0
1702747961.949882,0.0,0.0,0.0
1702747962.949882,0.0,0.0,0.0
1702747963.949882,0.0,0.0,0.0
1702747964.949882,0.0,0.0,0.0
1702747965.949882,0.0,0.0,0.0
1702747966.949882,0.0,0.0,0.0
1702747967.949882,0.0,0.0,0.0
1702747968.949882,0.0,0.0,0.0
1702747969.949882,0.0,0.0,0.0
1702747970.949882,0.0,0.0,0.0
1702747971.949882,0.0,0.0,0.0
1702747972.949882,0.0,0.0,0.0
1702747973.949882,0.0,0.0,0.0
1702747974.949882,0.0,0.0,0.0
1702747975.949882,0.0,0.0,0.0
1702747976.949882,0.0,0.0,0.0
1702747977.949882,0.0,0.0,0.0
1702747978.949882,0.5275041124987986,0.505917258561641,0.5259509791424627
1702747979.949882,0.4994009238918723,0.4889315308806511,0.48669559248105876
1702747980.949882,0.5142395516185362,0.4757239022917069,0.5263304102796494
1702747981.949882,0.4999478078839752,0.5230217377018905,0.5170872445697662
1702747982.949882,0.4811914483946314,0.47787916349101983,0.4963047727318452
1702747983.949882,0.49139657947289106,0.5268931648727125,0.47699096121854995
1702747984.949882,0.524018489025936,0.4888772692520323,0.5143867661067041
1702747985.949882,0.49066618942103685,0.47812727101281766,0.4715750214622987
1702747967.308672,0,0,0
1702747968.308672,0,0,0
1702747969.308672,0,0,0
1702747970.308672,0,0,0
1702747971.308672,0,0,0
1702747972.308672,0,0,0
1702747973.308672,0,0,0
1702747974.308672,0,0,0
1702747975.308672,0,0,0
1702747976.308672,0,0,0
1702747977.308672,0,0,0
1702747978.308672,0,0,0
1702747979.308672,0,0,0
1702747980.308672,0,0,0
1702747981.308672,0,0,0
1702747982.308672,0,0,0
1702747983.308672,0,0,0
1702747984.308672,0,0,0
1702747985.308672,0,0,0
1702747986.308672,0,0,0
1702747987.308672,0,0,0
1702747988.308672,0,0,0
1702747989.308672,0,0,0
1702747990.308672,0,0,0
1702747991.308672,0,0,0
1702747992.308672,0,0,0
1702747993.308672,0,0,0
1702747994.308672,0,0,0
1702747995.308672,0,0,0
1702747996.308672,0,0,0
1702747968.308672,0.0,0.0,0.0
1702747969.308672,0.0,0.0,0.0
1702747970.308672,0.0,0.0,0.0
1702747971.308672,0.0,0.0,0.0
1702747972.308672,0.0,0.0,0.0
1702747973.308672,0.0,0.0,0.0
1702747974.308672,0.0,0.0,0.0
1702747975.308672,0.0,0.0,0.0
1702747976.308672,0.0,0.0,0.0
1702747977.308672,0.0,0.0,0.0
1702747978.308672,0.0,0.0,0.0
1702747979.308672,0.0,0.0,0.0
1702747980.308672,0.0,0.0,0.0
1702747981.308672,0.0,0.0,0.0
1702747982.308672,0.0,0.0,0.0
1702747983.308672,0.0,0.0,0.0
1702747984.308672,0.0,0.0,0.0
1702747985.308672,0.0,0.0,0.0
1702747986.308672,0.0,0.0,0.0
1702747987.308672,0.0,0.0,0.0
1702747988.308672,0.0,0.0,0.0
1702747989.308672,0.0,0.0,0.0
1702747990.308672,0.0,0.0,0.0
1702747991.308672,0.0,0.0,0.0
1702747992.308672,0.0,0.0,0.0
1702747993.308672,0.0,0.0,0.0
1702747994.308672,0.0,0.0,0.0
1702747995.308672,0.0,0.0,0.0
1702747996.308672,0.0,0.0,0.0
1702747997.308672,0.500096434304503,0.5211954260655911,0.512069291879083
1702748038.17947,0,0,0
