Timestamp,WaterLevel,TempValue,phValue
1704913551.461293,0,0,0
1704913551.48995,0,0,0
1704913552.48995,0,0,0
1704913553.48995,0,0,0
1704913554.48995,0,0,0
1704913555.48995,0,0,0
1704913556.48995,0,0,0
1704913557.48995,0,0,0
1704913558.48995,0,0,0
1704913559.48995,0,0,0
1704913560.48995,0,0,0
1704913561.48995,0,0,0
1704913562.48995,0,0,0
1704913563.48995,0,0,0
1704913564.48995,0,0,0
1704913565.48995,0,0,0
1704913566.48995,0,0,0
1704913567.48995,0,0,0
1704913568.48995,0,0,0
1704913569.48995,0,0,0
1704913570.48995,0,0,0
1704913571.48995,0,0,0
1704913572.48995,0,0,0
1704913573.48995,0,0,0
1704913574.48995,0,0,0
1704913575.48995,0,0,0
1704913576.48995,0,0,0
1704913577.48995,0,0,0
1704913578.48995,0,0,0
1704913579.48995,0,0,0
1704913580.48995,0,0,0
1704913552.48995,0.0,0.0,0.0
1704913553.48995,0.0,0.0,0.0
1704913554.48995,0.0,0.0,0.0
1704913555.48995,0.0,0.0,0.0
1704913556.48995,0.0,0.0,0.0
1704913557.48995,0.0,0.0,0.0
1704913558.48995,0.0,0.0,0.0
1704913559.48995,0.0,0.0,0.0
1704913560.48995,0.0,0.0,0.0
1704913561.48995,0.0,0.0,0.0
1704913562.48995,0.0,0.0,0.0
1704913563.48995,0.0,0.0,0.0
1704913564.48995,0.0,0.0,0.0
1704913565.48995,0.0,0.0,0.0
1704913566.48995,0.0,0.0,0.0
1704913567.48995,0.0,0.0,0.0
1704913568.48995,0.0,0.0,0.0
1704913569.48995,0.0,0.0,0.0
1704913570.48995,0.0,0.0,0.0
1704913571.48995,0.0,0.0,0.0
1704913572.48995,0.0,0.0,0.0
1704913573.48995,0.0,0.0,0.0
1704913574.48995,0.0,0.0,0.0
1704913575.48995,0.0,0.0,0.0
1704913576.48995,0.0,0.0,0.0
1704913577.48995,0.0,0.0,0.0
1704913578.48995,0.0,0.0,0.0
1704913579.48995,0.0,0.0,0.0
1704913580.48995,0.0,0.0,0.0
