Timestamp,WaterLevel,TempValue,phValue
1705165048.661947,0,0,0
1705165048.672685,0,0,0
1705165049.672685,0,0,0
1705165050.672685,0,0,0
1705165051.672685,0,0,0
1705165052.672685,0,0,0
1705165053.672685,0,0,0
1705165054.672685,0,0,0
1705165055.672685,0,0,0
1705165056.672685,0,0,0
1705165057.672685,0,0,0
1705165058.672685,0,0,0
1705165059.672685,0,0,0
1705165060.672685,0,0,0
1705165061.672685,0,0,0
1705165062.672685,0,0,0
1705165063.672685,0,0,0
1705165064.672685,0,0,0
1705165065.672685,0,0,0
1705165066.672685,0,0,0
1705165067.672685,0,0,0
1705165068.672685,0,0,0
1705165069.672685,0,0,0
1705165070.672685,0,0,0
1705165071.672685,0,0,0
1705165072.672685,0,0,0
1705165073.672685,0,0,0
1705165074.672685,0,0,0
1705165075.672685,0,0,0
1705165076.672685,0,0,0
1705165077.672685,0,0,0
1705165049.672685,0.0,0.0,0.0
1705165050.672685,0.0,0.0,0.0
1705165051.672685,0.0,0.0,0.0
1705165052.672685,0.0,0.0,0.0
1705165053.672685,0.0,0.0,0.0
1705165054.672685,0.0,0.0,0.0
1705165055.672685,0.0,0.0,0.0
1705165056.672685,0.0,0.0,0.0
1705165057.672685,0.0,0.0,0.0
1705165058.672685,0.0,0.0,0.0
1705165059.672685,0.0,0.0,0.0
1705165060.672685,0.0,0.0,0.0
1705165061.672685,0.0,0.0,0.0
1705165062.672685,0.0,0.0,0.0
1705165063.672685,0.0,0.0,0.0
1705165064.672685,0.0,0.0,0.0
1705165065.672685,0.0,0.0,0.0
1705165066.672685,0.0,0.0,0.0
1705165067.672685,0.0,0.0,0.0
1705165068.672685,0.0,0.0,0.0
1705165069.672685,0.0,0.0,0.0
1705165070.672685,0.0,0.0,0.0
1705165071.672685,0.0,0.0,0.0
1705165072.672685,0.0,0.0,0.0
1705165073.672685,0.0,0.0,0.0
1705165074.672685,0.0,0.0,0.0
1705165075.672685,0.0,0.0,0.0
1705165076.672685,0.0,0.0,0.0
1705165077.672685,0.0,0.0,0.0
1705165078.672685,18.24947114250667,48.70364644423367,4.283344473747995
1705165050.672685,0.0,0.0,0.0
1705165051.672685,0.0,0.0,0.0
1705165052.672685,0.0,0.0,0.0
1705165053.672685,0.0,0.0,0.0
1705165054.672685,0.0,0.0,0.0
1705165055.672685,0.0,0.0,0.0
1705165056.672685,0.0,0.0,0.0
1705165057.672685,0.0,0.0,0.0
1705165058.672685,0.0,0.0,0.0
1705165059.672685,0.0,0.0,0.0
1705165060.672685,0.0,0.0,0.0
1705165061.672685,0.0,0.0,0.0
1705165062.672685,0.0,0.0,0.0
1705165063.672685,0.0,0.0,0.0
1705165064.672685,0.0,0.0,0.0
1705165065.672685,0.0,0.0,0.0
1705165066.672685,0.0,0.0,0.0
1705165067.672685,0.0,0.0,0.0
1705165068.672685,0.0,0.0,0.0
1705165069.672685,0.0,0.0,0.0
1705165070.672685,0.0,0.0,0.0
1705165071.672685,0.0,0.0,0.0
1705165072.672685,0.0,0.0,0.0
1705165073.672685,0.0,0.0,0.0
1705165074.672685,0.0,0.0,0.0
1705165075.672685,0.0,0.0,0.0
1705165076.672685,0.0,0.0,0.0
1705165077.672685,0.0,0.0,0.0
1705165078.672685,18.24947114250667,48.70364644423367,4.283344473747995
1705165079.672685,2.5357802710918764,42.45459148037692,12.389259989638338
1705165051.672685,0.0,0.0,0.0
1705165052.672685,0.0,0.0,0.0
1705165053.672685,0.0,0.0,0.0
1705165054.672685,0.0,0.0,0.0
1705165055.672685,0.0,0.0,0.0
1705165056.672685,0.0,0.0,0.0
1705165057.672685,0.0,0.0,0.0
1705165058.672685,0.0,0.0,0.0
1705165059.672685,0.0,0.0,0.0
1705165060.672685,0.0,0.0,0.0
1705165061.672685,0.0,0.0,0.0
1705165062.672685,0.0,0.0,0.0
1705165063.672685,0.0,0.0,0.0
1705165064.672685,0.0,0.0,0.0
1705165065.672685,0.0,0.0,0.0
1705165066.672685,0.0,0.0,0.0
1705165067.672685,0.0,0.0,0.0
1705165068.672685,0.0,0.0,0.0
1705165069.672685,0.0,0.0,0.0
1705165070.672685,0.0,0.0,0.0
1705165071.672685,0.0,0.0,0.0
1705165072.672685,0.0,0.0,0.0
1705165073.672685,0.0,0.0,0.0
1705165074.672685,0.0,0.0,0.0
1705165075.672685,0.0,0.0,0.0
1705165076.672685,0.0,0.0,0.0
1705165077.672685,0.0,0.0,0.0
1705165078.672685,18.24947114250667,48.70364644423367,4.283344473747995
1705165079.672685,2.5357802710918764,42.45459148037692,12.389259989638338
1705165080.672685,13.26362830332471,29.420052349872158,6.1728530547506
1705165052.672685,0.0,0.0,0.0
1705165053.672685,0.0,0.0,0.0
1705165054.672685,0.0,0.0,0.0
1705165055.672685,0.0,0.0,0.0
1705165056.672685,0.0,0.0,0.0
1705165057.672685,0.0,0.0,0.0
1705165058.672685,0.0,0.0,0.0
1705165059.672685,0.0,0.0,0.0
1705165060.672685,0.0,0.0,0.0
1705165061.672685,0.0,0.0,0.0
1705165062.672685,0.0,0.0,0.0
1705165063.672685,0.0,0.0,0.0
1705165064.672685,0.0,0.0,0.0
1705165065.672685,0.0,0.0,0.0
1705165066.672685,0.0,0.0,0.0
1705165067.672685,0.0,0.0,0.0
1705165068.672685,0.0,0.0,0.0
1705165069.672685,0.0,0.0,0.0
1705165070.672685,0.0,0.0,0.0
1705165071.672685,0.0,0.0,0.0
1705165072.672685,0.0,0.0,0.0
1705165073.672685,0.0,0.0,0.0
1705165074.672685,0.0,0.0,0.0
1705165075.672685,0.0,0.0,0.0
1705165076.672685,0.0,0.0,0.0
1705165077.672685,0.0,0.0,0.0
1705165078.672685,18.24947114250667,48.70364644423367,4.283344473747995
1705165079.672685,2.5357802710918764,42.45459148037692,12.389259989638338
1705165080.672685,13.26362830332471,29.420052349872158,6.1728530547506
1705165081.672685,8.034843389336395,49.98546686828729,3.305170013344467
1705165053.672685,0.0,0.0,0.0
1705165054.672685,0.0,0.0,0.0
1705165055.672685,0.0,0.0,0.0
1705165056.672685,0.0,0.0,0.0
1705165057.672685,0.0,0.0,0.0
1705165058.672685,0.0,0.0,0.0
1705165059.672685,0.0,0.0,0.0
1705165060.672685,0.0,0.0,0.0
1705165061.672685,0.0,0.0,0.0
1705165062.672685,0.0,0.0,0.0
1705165063.672685,0.0,0.0,0.0
1705165064.672685,0.0,0.0,0.0
1705165065.672685,0.0,0.0,0.0
1705165066.672685,0.0,0.0,0.0
1705165067.672685,0.0,0.0,0.0
1705165068.672685,0.0,0.0,0.0
1705165069.672685,0.0,0.0,0.0
1705165070.672685,0.0,0.0,0.0
1705165071.672685,0.0,0.0,0.0
1705165072.672685,0.0,0.0,0.0
1705165073.672685,0.0,0.0,0.0
1705165074.672685,0.0,0.0,0.0
1705165075.672685,0.0,0.0,0.0
1705165076.672685,0.0,0.0,0.0
1705165077.672685,0.0,0.0,0.0
1705165078.672685,18.24947114250667,48.70364644423367,4.283344473747995
1705165079.672685,2.5357802710918764,42.45459148037692,12.389259989638338
1705165080.672685,13.26362830332471,29.420052349872158,6.1728530547506
1705165081.672685,8.034843389336395,49.98546686828729,3.305170013344467
1705165082.672685,4.046339349820316,37.19985226555086,7.8426625687512965
1705165054.672685,0.0,0.0,0.0
1705165055.672685,0.0,0.0,0.0
1705165056.672685,0.0,0.0,0.0
1705165057.672685,0.0,0.0,0.0
1705165058.672685,0.0,0.0,0.0
1705165059.672685,0.0,0.0,0.0
1705165060.672685,0.0,0.0,0.0
1705165061.672685,0.0,0.0,0.0
1705165062.672685,0.0,0.0,0.0
1705165063.672685,0.0,0.0,0.0
1705165064.672685,0.0,0.0,0.0
1705165065.672685,0.0,0.0,0.0
1705165066.672685,0.0,0.0,0.0
1705165067.672685,0.0,0.0,0.0
1705165068.672685,0.0,0.0,0.0
1705165069.672685,0.0,0.0,0.0
1705165070.672685,0.0,0.0,0.0
1705165071.672685,0.0,0.0,0.0
1705165072.672685,0.0,0.0,0.0
1705165073.672685,0.0,0.0,0.0
1705165074.672685,0.0,0.0,0.0
1705165075.672685,0.0,0.0,0.0
1705165076.672685,0.0,0.0,0.0
1705165077.672685,0.0,0.0,0.0
1705165078.672685,18.24947114250667,48.70364644423367,4.283344473747995
1705165079.672685,2.5357802710918764,42.45459148037692,12.389259989638338
1705165080.672685,13.26362830332471,29.420052349872158,6.1728530547506
1705165081.672685,8.034843389336395,49.98546686828729,3.305170013344467
1705165082.672685,4.046339349820316,37.19985226555086,7.8426625687512965
1705165083.672685,6.9398495103696884,30.917026118444305,2.9081393354353122
1705165055.672685,0.0,0.0,0.0
1705165056.672685,0.0,0.0,0.0
1705165057.672685,0.0,0.0,0.0
1705165058.672685,0.0,0.0,0.0
1705165059.672685,0.0,0.0,0.0
1705165060.672685,0.0,0.0,0.0
1705165061.672685,0.0,0.0,0.0
1705165062.672685,0.0,0.0,0.0
1705165063.672685,0.0,0.0,0.0
1705165064.672685,0.0,0.0,0.0
1705165065.672685,0.0,0.0,0.0
1705165066.672685,0.0,0.0,0.0
1705165067.672685,0.0,0.0,0.0
1705165068.672685,0.0,0.0,0.0
1705165069.672685,0.0,0.0,0.0
1705165070.672685,0.0,0.0,0.0
1705165071.672685,0.0,0.0,0.0
1705165072.672685,0.0,0.0,0.0
1705165073.672685,0.0,0.0,0.0
1705165074.672685,0.0,0.0,0.0
