Timestamp,WaterLevel,TempValue,phValue
1705157488.426624,0,0,0
1705157488.456675,0,0,0
1705157489.456675,0,0,0
1705157490.456675,0,0,0
1705157491.456675,0,0,0
1705157492.456675,0,0,0
1705157493.456675,0,0,0
1705157494.456675,0,0,0
1705157495.456675,0,0,0
1705157496.456675,0,0,0
1705157497.456675,0,0,0
1705157498.456675,0,0,0
1705157499.456675,0,0,0
1705157500.456675,0,0,0
1705157501.456675,0,0,0
1705157502.456675,0,0,0
1705157503.456675,0,0,0
1705157504.456675,0,0,0
1705157505.456675,0,0,0
1705157506.456675,0,0,0
1705157507.456675,0,0,0
1705157508.456675,0,0,0
1705157509.456675,0,0,0
1705157510.456675,0,0,0
1705157511.456675,0,0,0
1705157512.456675,0,0,0
1705157513.456675,0,0,0
1705157514.456675,0,0,0
1705157515.456675,0,0,0
1705157516.456675,0,0,0
1705157517.456675,0,0,0
1705157489.456675,0.0,0.0,0.0
1705157490.456675,0.0,0.0,0.0
1705157491.456675,0.0,0.0,0.0
1705157492.456675,0.0,0.0,0.0
1705157493.456675,0.0,0.0,0.0
1705157494.456675,0.0,0.0,0.0
1705157495.456675,0.0,0.0,0.0
1705157496.456675,0.0,0.0,0.0
1705157497.456675,0.0,0.0,0.0
1705157498.456675,0.0,0.0,0.0
1705157499.456675,0.0,0.0,0.0
1705157500.456675,0.0,0.0,0.0
1705157501.456675,0.0,0.0,0.0
1705157502.456675,0.0,0.0,0.0
1705157503.456675,0.0,0.0,0.0
1705157504.456675,0.0,0.0,0.0
1705157505.456675,0.0,0.0,0.0
1705157506.456675,0.0,0.0,0.0
1705157507.456675,0.0,0.0,0.0
1705157508.456675,0.0,0.0,0.0
1705157509.456675,0.0,0.0,0.0
1705157510.456675,0.0,0.0,0.0
1705157511.456675,0.0,0.0,0.0
1705157512.456675,0.0,0.0,0.0
1705157513.456675,0.0,0.0,0.0
1705157514.456675,0.0,0.0,0.0
1705157515.456675,0.0,0.0,0.0
1705157516.456675,0.0,0.0,0.0
1705157517.456675,0.0,0.0,0.0
1705157518.456675,17.1803256752553,21.304405296612046,3.2771396194579965
1705157490.456675,0.0,0.0,0.0
1705157491.456675,0.0,0.0,0.0
1705157492.456675,0.0,0.0,0.0
1705157493.456675,0.0,0.0,0.0
1705157494.456675,0.0,0.0,0.0
1705157495.456675,0.0,0.0,0.0
1705157496.456675,0.0,0.0,0.0
1705157497.456675,0.0,0.0,0.0
1705157498.456675,0.0,0.0,0.0
1705157499.456675,0.0,0.0,0.0
1705157500.456675,0.0,0.0,0.0
1705157501.456675,0.0,0.0,0.0
1705157502.456675,0.0,0.0,0.0
1705157503.456675,0.0,0.0,0.0
1705157504.456675,0.0,0.0,0.0
1705157505.456675,0.0,0.0,0.0
1705157506.456675,0.0,0.0,0.0
1705157507.456675,0.0,0.0,0.0
1705157508.456675,0.0,0.0,0.0
1705157509.456675,0.0,0.0,0.0
1705157510.456675,0.0,0.0,0.0
1705157511.456675,0.0,0.0,0.0
1705157512.456675,0.0,0.0,0.0
1705157513.456675,0.0,0.0,0.0
1705157514.456675,0.0,0.0,0.0
1705157515.456675,0.0,0.0,0.0
1705157516.456675,0.0,0.0,0.0
1705157517.456675,0.0,0.0,0.0
1705157518.456675,17.1803256752553,21.304405296612046,3.2771396194579965
1705157519.456675,3.2361916571743365,36.18720243117265,1.5718068033054609
1705157491.456675,0.0,0.0,0.0
1705157492.456675,0.0,0.0,0.0
1705157493.456675,0.0,0.0,0.0
1705157494.456675,0.0,0.0,0.0
1705157495.456675,0.0,0.0,0.0
1705157496.456675,0.0,0.0,0.0
1705157497.456675,0.0,0.0,0.0
1705157498.456675,0.0,0.0,0.0
1705157499.456675,0.0,0.0,0.0
1705157500.456675,0.0,0.0,0.0
1705157501.456675,0.0,0.0,0.0
1705157502.456675,0.0,0.0,0.0
1705157503.456675,0.0,0.0,0.0
1705157504.456675,0.0,0.0,0.0
1705157505.456675,0.0,0.0,0.0
1705157506.456675,0.0,0.0,0.0
1705157507.456675,0.0,0.0,0.0
1705157508.456675,0.0,0.0,0.0
1705157509.456675,0.0,0.0,0.0
1705157510.456675,0.0,0.0,0.0
1705157511.456675,0.0,0.0,0.0
1705157512.456675,0.0,0.0,0.0
1705157513.456675,0.0,0.0,0.0
1705157514.456675,0.0,0.0,0.0
1705157515.456675,0.0,0.0,0.0
1705157516.456675,0.0,0.0,0.0
1705157517.456675,0.0,0.0,0.0
1705157518.456675,17.1803256752553,21.304405296612046,3.2771396194579965
1705157519.456675,3.2361916571743365,36.18720243117265,1.5718068033054609
1705157520.456675,8.557453328325726,45.38885388554888,2.3818360966730348
1705157492.456675,0.0,0.0,0.0
1705157493.456675,0.0,0.0,0.0
1705157494.456675,0.0,0.0,0.0
1705157495.456675,0.0,0.0,0.0
1705157496.456675,0.0,0.0,0.0
1705157497.456675,0.0,0.0,0.0
1705157498.456675,0.0,0.0,0.0
1705157499.456675,0.0,0.0,0.0
1705157500.456675,0.0,0.0,0.0
1705157501.456675,0.0,0.0,0.0
1705157502.456675,0.0,0.0,0.0
1705157503.456675,0.0,0.0,0.0
1705157504.456675,0.0,0.0,0.0
1705157505.456675,0.0,0.0,0.0
1705157506.456675,0.0,0.0,0.0
1705157507.456675,0.0,0.0,0.0
1705157508.456675,0.0,0.0,0.0
1705157509.456675,0.0,0.0,0.0
1705157510.456675,0.0,0.0,0.0
1705157511.456675,0.0,0.0,0.0
1705157512.456675,0.0,0.0,0.0
1705157513.456675,0.0,0.0,0.0
1705157514.456675,0.0,0.0,0.0
1705157515.456675,0.0,0.0,0.0
1705157516.456675,0.0,0.0,0.0
1705157517.456675,0.0,0.0,0.0
1705157518.456675,17.1803256752553,21.304405296612046,3.2771396194579965
1705157519.456675,3.2361916571743365,36.18720243117265,1.5718068033054609
1705157520.456675,8.557453328325726,45.38885388554888,2.3818360966730348
1705157521.456675,15.807207688959494,27.106473562096596,9.104956588536886
1705157493.456675,0.0,0.0,0.0
1705157494.456675,0.0,0.0,0.0
1705157495.456675,0.0,0.0,0.0
1705157496.456675,0.0,0.0,0.0
1705157497.456675,0.0,0.0,0.0
1705157498.456675,0.0,0.0,0.0
1705157499.456675,0.0,0.0,0.0
1705157500.456675,0.0,0.0,0.0
1705157501.456675,0.0,0.0,0.0
1705157502.456675,0.0,0.0,0.0
1705157503.456675,0.0,0.0,0.0
1705157504.456675,0.0,0.0,0.0
1705157505.456675,0.0,0.0,0.0
1705157506.456675,0.0,0.0,0.0
1705157507.456675,0.0,0.0,0.0
1705157508.456675,0.0,0.0,0.0
1705157509.456675,0.0,0.0,0.0
1705157510.456675,0.0,0.0,0.0
1705157511.456675,0.0,0.0,0.0
1705157512.456675,0.0,0.0,0.0
1705157513.456675,0.0,0.0,0.0
1705157514.456675,0.0,0.0,0.0
1705157515.456675,0.0,0.0,0.0
1705157516.456675,0.0,0.0,0.0
1705157517.456675,0.0,0.0,0.0
1705157518.456675,17.1803256752553,21.304405296612046,3.2771396194579965
1705157519.456675,3.2361916571743365,36.18720243117265,1.5718068033054609
1705157520.456675,8.557453328325726,45.38885388554888,2.3818360966730348
1705157521.456675,15.807207688959494,27.106473562096596,9.104956588536886
1705157522.456675,16.69824613343202,26.859389794516247,12.336990744801724
1705157494.456675,0.0,0.0,0.0
1705157495.456675,0.0,0.0,0.0
1705157496.456675,0.0,0.0,0.0
1705157497.456675,0.0,0.0,0.0
1705157498.456675,0.0,0.0,0.0
1705157499.456675,0.0,0.0,0.0
1705157500.456675,0.0,0.0,0.0
1705157501.456675,0.0,0.0,0.0
1705157502.456675,0.0,0.0,0.0
1705157503.456675,0.0,0.0,0.0
1705157504.456675,0.0,0.0,0.0
1705157505.456675,0.0,0.0,0.0
1705157506.456675,0.0,0.0,0.0
1705157507.456675,0.0,0.0,0.0
1705157508.456675,0.0,0.0,0.0
1705157509.456675,0.0,0.0,0.0
1705157510.456675,0.0,0.0,0.0
1705157511.456675,0.0,0.0,0.0
1705157512.456675,0.0,0.0,0.0
1705157513.456675,0.0,0.0,0.0
1705157514.456675,0.0,0.0,0.0
1705157515.456675,0.0,0.0,0.0
1705157516.456675,0.0,0.0,0.0
1705157517.456675,0.0,0.0,0.0
1705157518.456675,17.1803256752553,21.304405296612046,3.2771396194579965
1705157519.456675,3.2361916571743365,36.18720243117265,1.5718068033054609
1705157520.456675,8.557453328325726,45.38885388554888,2.3818360966730348
1705157521.456675,15.807207688959494,27.106473562096596,9.104956588536886
1705157522.456675,16.69824613343202,26.859389794516247,12.336990744801724
1705157523.456675,11.015360929897044,44.28425210221276,6.226996370961874
1705157495.456675,0.0,0.0,0.0
1705157496.456675,0.0,0.0,0.0
1705157497.456675,0.0,0.0,0.0
1705157498.456675,0.0,0.0,0.0
1705157499.456675,0.0,0.0,0.0
1705157500.456675,0.0,0.0,0.0
1705157501.456675,0.0,0.0,0.0
1705157502.456675,0.0,0.0,0.0
1705157503.456675,0.0,0.0,0.0
1705157504.456675,0.0,0.0,0.0
1705157505.456675,0.0,0.0,0.0
1705157506.456675,0.0,0.0,0.0
1705157507.456675,0.0,0.0,0.0
1705157508.456675,0.0,0.0,0.0
1705157509.456675,0.0,0.0,0.0
1705157510.456675,0.0,0.0,0.0
1705157511.456675,0.0,0.0,0.0
1705157512.456675,0.0,0.0,0.0
1705157513.456675,0.0,0.0,0.0
1705157514.456675,0.0,0.0,0.0
1705157515.456675,0.0,0.0,0.0
1705157516.456675,0.0,0.0,0.0
1705157517.456675,0.0,0.0,0.0
1705157518.456675,17.1803256752553,21.304405296612046,3.2771396194579965
1705157519.456675,3.2361916571743365,36.18720243117265,1.5718068033054609
1705157520.456675,8.557453328325726,45.38885388554888,2.3818360966730348
1705157521.456675,15.807207688959494,27.106473562096596,9.104956588536886
1705157522.456675,16.69824613343202,26.859389794516247,12.336990744801724
1705157523.456675,11.015360929897044,44.28425210221276,6.226996370961874
1705157524.456675,7.853149503878978,31.639383906663262,3.258414462091339
1705157496.456675,0.0,0.0,0.0
1705157497.456675,0.0,0.0,0.0
1705157498.456675,0.0,0.0,0.0
1705157499.456675,0.0,0.0,0.0
1705157500.456675,0.0,0.0,0.0
1705157501.456675,0.0,0.0,0.0
1705157502.456675,0.0,0.0,0.0
1705157503.456675,0.0,0.0,0.0
1705157504.456675,0.0,0.0,0.0
1705157505.456675,0.0,0.0,0.0
1705157506.456675,0.0,0.0,0.0
1705157507.456675,0.0,0.0,0.0
1705157508.456675,0.0,0.0,0.0
1705157509.456675,0.0,0.0,0.0
1705157510.456675,0.0,0.0,0.0
1705157511.456675,0.0,0.0,0.0
1705157512.456675,0.0,0.0,0.0
1705157513.456675,0.0,0.0,0.0
